    Energy    <xanes>    
  -10.0000  3.6177759E-05
  -9.00000  4.0791805E-05
  -8.00000  4.6871509E-05
  -7.00000  5.5303423E-05
  -6.00000  6.7907871E-05
  -5.00000  8.9155771E-05
  -4.00000  1.3397689E-04
  -3.00000  2.9276888E-04
  -2.00000  7.3144250E-04
  -1.00000  1.1507360E-03
   0.00000  1.3389528E-03
   0.50000  1.2855739E-03
   1.00000  1.2624595E-03
   1.50000  1.2859249E-03
   2.00000  1.3575319E-03
   2.50000  1.4420622E-03
   3.00000  1.4778983E-03
   3.50000  1.4492051E-03
   4.00000  1.3953612E-03
   4.50000  1.3493271E-03
   5.00000  1.3326294E-03
   5.50000  1.3595024E-03
   6.00000  1.4194367E-03
   6.50000  1.4952832E-03
   7.00000  1.5869212E-03
   7.50000  1.7075680E-03
   8.00000  1.8627609E-03
   8.50000  2.0378779E-03
   9.00000  2.2039807E-03
   9.50000  2.3376364E-03
   10.0000  2.4349791E-03
   11.0000  2.5468629E-03
   12.0000  2.5873784E-03
   13.0000  2.5778717E-03
   14.0000  2.5265688E-03
   15.0000  2.4668708E-03
   16.0000  2.3756859E-03
   17.0000  2.2444580E-03
   18.0000  2.1069609E-03
   19.0000  1.9967084E-03
   20.0000  1.9249653E-03
   21.0000  1.8870857E-03
   22.0000  1.8727691E-03
   23.0000  1.8725330E-03
   24.0000  1.8806861E-03
   25.0000  1.8952533E-03
   26.0000  1.9161167E-03
   27.0000  1.9432092E-03
   28.0000  1.9758569E-03
   29.0000  2.0130627E-03
   30.0000  2.0539088E-03
   31.0000  2.0976772E-03
   32.0000  2.1438250E-03
   33.0000  2.1919340E-03
   34.0000  2.2414712E-03
   35.0000  2.2912053E-03
   36.0000  2.3385304E-03
   37.0000  2.3793054E-03
   38.0000  2.4086180E-03
   39.0000  2.4222491E-03
   40.0000  2.4180856E-03
   41.0000  2.3967445E-03
   42.0000  2.3612029E-03
   43.0000  2.3158218E-03
   44.0000  2.2653513E-03
   45.0000  2.2142461E-03
   46.0000  2.1662822E-03
   47.0000  2.1243338E-03
   48.0000  2.0902385E-03
   49.0000  2.0647618E-03
   50.0000  2.0476882E-03
   52.0000  2.0343174E-03
   54.0000  2.0382101E-03
   56.0000  2.0482045E-03
   58.0000  2.0582531E-03
   60.0000  2.0670194E-03
   62.0000  2.0755235E-03
   64.0000  2.0856468E-03
   66.0000  2.0996337E-03
   68.0000  2.1195033E-03
   70.0000  2.1463468E-03
   72.0000  2.1799838E-03
   74.0000  2.2189142E-03
   76.0000  2.2603697E-03
   78.0000  2.3005327E-03
   80.0000  2.3350637E-03
   82.0000  2.3599307E-03
   84.0000  2.3723054E-03
   86.0000  2.3712014E-03
   88.0000  2.3576748E-03
   90.0000  2.3346318E-03
   92.0000  2.3063187E-03
   94.0000  2.2774426E-03
   96.0000  2.2519691E-03
   98.0000  2.2320459E-03
   100.000  2.2177327E-03
