    Energy    <xanes>    
  -10.0000  3.1537378E-05
  -9.00000  3.4875644E-05
  -8.00000  3.9036762E-05
  -7.00000  4.4382347E-05
  -6.00000  5.1530870E-05
  -5.00000  6.1644527E-05
  -4.00000  7.7232149E-05
  -3.00000  1.0509928E-04
  -2.00000  1.7407572E-04
  -1.00000  4.4865901E-04
   0.00000  7.5654290E-04
   0.50000  1.0215383E-03
   1.00000  1.3475889E-03
   1.50000  1.6319416E-03
   2.00000  1.7376413E-03
   2.50000  1.6852128E-03
   3.00000  1.6015734E-03
   3.50000  1.5461147E-03
   4.00000  1.5284592E-03
   4.50000  1.5393175E-03
   5.00000  1.5563420E-03
   5.50000  1.5746072E-03
   6.00000  1.6085380E-03
   6.50000  1.6388830E-03
   7.00000  1.6334308E-03
   7.50000  1.6192025E-03
   8.00000  1.6288523E-03
   8.50000  1.6688104E-03
   9.00000  1.7363829E-03
   9.50000  1.8302911E-03
   10.0000  1.9466161E-03
   11.0000  2.1833371E-03
   12.0000  2.3112466E-03
   13.0000  2.3338726E-03
   14.0000  2.3364872E-03
   15.0000  2.3449915E-03
   16.0000  2.3505265E-03
   17.0000  2.3473747E-03
   18.0000  2.3131981E-03
   19.0000  2.2414119E-03
   20.0000  2.1528170E-03
   21.0000  2.0732987E-03
   22.0000  2.0154714E-03
   23.0000  1.9788482E-03
   24.0000  1.9576925E-03
   25.0000  1.9469147E-03
   26.0000  1.9438692E-03
   27.0000  1.9476552E-03
   28.0000  1.9580148E-03
   29.0000  1.9747317E-03
   30.0000  1.9974168E-03
   31.0000  2.0254419E-03
   32.0000  2.0579300E-03
   33.0000  2.0937718E-03
   34.0000  2.1316804E-03
   35.0000  2.1703070E-03
   36.0000  2.2083671E-03
   37.0000  2.2446369E-03
   38.0000  2.2777463E-03
   39.0000  2.3059331E-03
   40.0000  2.3270463E-03
   41.0000  2.3389249E-03
   42.0000  2.3399897E-03
   43.0000  2.3297587E-03
   44.0000  2.3090597E-03
   45.0000  2.2798964E-03
   46.0000  2.2450709E-03
   47.0000  2.2077325E-03
   48.0000  2.1709721E-03
   49.0000  2.1375019E-03
   50.0000  2.1094218E-03
   52.0000  2.0739897E-03
   54.0000  2.0659896E-03
   56.0000  2.0769408E-03
   58.0000  2.0950230E-03
   60.0000  2.1111927E-03
   62.0000  2.1215868E-03
   64.0000  2.1267065E-03
   66.0000  2.1294641E-03
   68.0000  2.1334579E-03
   70.0000  2.1418402E-03
   72.0000  2.1567348E-03
   74.0000  2.1790475E-03
   76.0000  2.2083104E-03
   78.0000  2.2424654E-03
   80.0000  2.2779293E-03
   82.0000  2.3101707E-03
   84.0000  2.3346488E-03
   86.0000  2.3477921E-03
   88.0000  2.3477475E-03
   90.0000  2.3347845E-03
   92.0000  2.3113291E-03
   94.0000  2.2815283E-03
   96.0000  2.2502423E-03
   98.0000  2.2216747E-03
   100.000  2.1982659E-03
