    Energy    <xanes>    
  -10.0000  3.4205955E-05
  -9.00000  3.8124277E-05
  -8.00000  4.3108550E-05
  -7.00000  4.9691118E-05
  -6.00000  5.8851715E-05
  -5.00000  7.2637121E-05
  -4.00000  9.6234763E-05
  -3.00000  1.4785954E-04
  -2.00000  3.4507416E-04
  -1.00000  9.3272967E-04
   0.00000  7.7801734E-04
   0.50000  8.6251959E-04
   1.00000  1.0317626E-03
   1.50000  1.3085770E-03
   2.00000  1.6440624E-03
   2.50000  1.8775843E-03
   3.00000  1.9812143E-03
   3.50000  2.0346224E-03
   4.00000  2.0983879E-03
   4.50000  2.0938906E-03
   5.00000  2.0026058E-03
   5.50000  1.8989789E-03
   6.00000  1.8375281E-03
   6.50000  1.8126264E-03
   7.00000  1.7878527E-03
   7.50000  1.7635598E-03
   8.00000  1.7552936E-03
   8.50000  1.7671065E-03
   9.00000  1.7971609E-03
   9.50000  1.8502587E-03
   10.0000  1.9329191E-03
   11.0000  2.1459060E-03
   12.0000  2.2848451E-03
   13.0000  2.3029484E-03
   14.0000  2.2881211E-03
   15.0000  2.2814782E-03
   16.0000  2.2765063E-03
   17.0000  2.2659820E-03
   18.0000  2.2398862E-03
   19.0000  2.1929508E-03
   20.0000  2.1355041E-03
   21.0000  2.0826872E-03
   22.0000  2.0427188E-03
   23.0000  2.0160719E-03
   24.0000  1.9997990E-03
   25.0000  1.9909513E-03
   26.0000  1.9877452E-03
   27.0000  1.9893567E-03
   28.0000  1.9955173E-03
   29.0000  2.0063618E-03
   30.0000  2.0222484E-03
   31.0000  2.0433940E-03
   32.0000  2.0695323E-03
   33.0000  2.0997652E-03
   34.0000  2.1326101E-03
   35.0000  2.1661866E-03
   36.0000  2.1984719E-03
   37.0000  2.2275343E-03
   38.0000  2.2516806E-03
   39.0000  2.2695494E-03
   40.0000  2.2802196E-03
   41.0000  2.2833303E-03
   42.0000  2.2791274E-03
   43.0000  2.2683873E-03
   44.0000  2.2522638E-03
   45.0000  2.2321450E-03
   46.0000  2.2095683E-03
   47.0000  2.1861747E-03
   48.0000  2.1636429E-03
   49.0000  2.1435625E-03
   50.0000  2.1272526E-03
   52.0000  2.1088582E-03
   54.0000  2.1086414E-03
   56.0000  2.1195733E-03
   58.0000  2.1328045E-03
   60.0000  2.1424606E-03
   62.0000  2.1469635E-03
   64.0000  2.1480463E-03
   66.0000  2.1491741E-03
   68.0000  2.1538913E-03
   70.0000  2.1644226E-03
   72.0000  2.1810440E-03
   74.0000  2.2023681E-03
   76.0000  2.2261555E-03
   78.0000  2.2501079E-03
   80.0000  2.2722889E-03
   82.0000  2.2911475E-03
   84.0000  2.3053881E-03
   86.0000  2.3139594E-03
   88.0000  2.3162350E-03
   90.0000  2.3122748E-03
   92.0000  2.3030106E-03
   94.0000  2.2902082E-03
   96.0000  2.2761128E-03
   98.0000  2.2628412E-03
   100.000  2.2517912E-03
