    Energy    <xanes>    
  -10.0000  3.1892449E-05
  -9.00000  3.5230989E-05
  -8.00000  3.9367330E-05
  -7.00000  4.4634986E-05
  -6.00000  5.1587105E-05
  -5.00000  6.1214451E-05
  -4.00000  7.5486681E-05
  -3.00000  9.8951978E-05
  -2.00000  1.4488129E-04
  -1.00000  2.7201724E-04
   0.00000  9.3022911E-04
   0.50000  1.3875474E-03
   1.00000  1.4893356E-03
   1.50000  1.4818296E-03
   2.00000  1.5096185E-03
   2.50000  1.5159991E-03
   3.00000  1.5091812E-03
   3.50000  1.5483645E-03
   4.00000  1.6490352E-03
   4.50000  1.7548631E-03
   5.00000  1.7677498E-03
   5.50000  1.7048121E-03
   6.00000  1.6275505E-03
   6.50000  1.5825570E-03
   7.00000  1.5960996E-03
   7.50000  1.6759828E-03
   8.00000  1.8150445E-03
   8.50000  1.9978372E-03
   9.00000  2.1996505E-03
   9.50000  2.3781815E-03
   10.0000  2.4891866E-03
   11.0000  2.4981543E-03
   12.0000  2.4066740E-03
   13.0000  2.3704755E-03
   14.0000  2.3596201E-03
   15.0000  2.3752940E-03
   16.0000  2.3682247E-03
   17.0000  2.2903960E-03
   18.0000  2.1674242E-03
   19.0000  2.0594060E-03
   20.0000  1.9928323E-03
   21.0000  1.9606410E-03
   22.0000  1.9475826E-03
   23.0000  1.9429173E-03
   24.0000  1.9420868E-03
   25.0000  1.9444887E-03
   26.0000  1.9509426E-03
   27.0000  1.9623664E-03
   28.0000  1.9795217E-03
   29.0000  2.0031496E-03
   30.0000  2.0338608E-03
   31.0000  2.0715874E-03
   32.0000  2.1150179E-03
   33.0000  2.1616081E-03
   34.0000  2.2082670E-03
   35.0000  2.2521247E-03
   36.0000  2.2907230E-03
   37.0000  2.3216788E-03
   38.0000  2.3424944E-03
   39.0000  2.3509683E-03
   40.0000  2.3459570E-03
   41.0000  2.3279136E-03
   42.0000  2.2988684E-03
   43.0000  2.2619524E-03
   44.0000  2.2207940E-03
   45.0000  2.1790381E-03
   46.0000  2.1400231E-03
   47.0000  2.1065354E-03
   48.0000  2.0805880E-03
   49.0000  2.0632471E-03
   50.0000  2.0545613E-03
   52.0000  2.0588174E-03
   54.0000  2.0792567E-03
   56.0000  2.1004726E-03
   58.0000  2.1136124E-03
   60.0000  2.1176719E-03
   62.0000  2.1162057E-03
   64.0000  2.1140099E-03
   66.0000  2.1156719E-03
   68.0000  2.1246253E-03
   70.0000  2.1422496E-03
   72.0000  2.1679117E-03
   74.0000  2.1996892E-03
   76.0000  2.2348869E-03
   78.0000  2.2702249E-03
   80.0000  2.3019860E-03
   82.0000  2.3263205E-03
   84.0000  2.3398459E-03
   86.0000  2.3404795E-03
   88.0000  2.3281520E-03
   90.0000  2.3050439E-03
   92.0000  2.2752065E-03
   94.0000  2.2435997E-03
   96.0000  2.2147244E-03
   98.0000  2.1913362E-03
   100.000  2.1739618E-03
