    Energy    <xanes>    
  -10.0000  3.9588155E-05
  -9.00000  4.5228241E-05
  -8.00000  5.2922065E-05
  -7.00000  6.4133487E-05
  -6.00000  8.2215300E-05
  -5.00000  1.1696946E-04
  -4.00000  2.1363760E-04
  -3.00000  6.4342272E-04
  -2.00000  1.0810577E-03
  -1.00000  1.3316868E-03
   0.00000  1.2894014E-03
   0.50000  1.3116349E-03
   1.00000  1.3381978E-03
   1.50000  1.3392215E-03
   2.00000  1.3305815E-03
   2.50000  1.3227939E-03
   3.00000  1.3188002E-03
   3.50000  1.3214726E-03
   4.00000  1.3369180E-03
   4.50000  1.3721722E-03
   5.00000  1.4267526E-03
   5.50000  1.5002744E-03
   6.00000  1.5995281E-03
   6.50000  1.7332510E-03
   7.00000  1.9003746E-03
   7.50000  2.0820856E-03
   8.00000  2.2528737E-03
   8.50000  2.3965555E-03
   9.00000  2.5063554E-03
   9.50000  2.5782438E-03
   10.0000  2.6119306E-03
   11.0000  2.6032081E-03
   12.0000  2.5665868E-03
   13.0000  2.5430255E-03
   14.0000  2.5166477E-03
   15.0000  2.4156426E-03
   16.0000  2.2399505E-03
   17.0000  2.0632933E-03
   18.0000  1.9356829E-03
   19.0000  1.8643385E-03
   20.0000  1.8363066E-03
   21.0000  1.8350562E-03
   22.0000  1.8480475E-03
   23.0000  1.8684574E-03
   24.0000  1.8934145E-03
   25.0000  1.9216298E-03
   26.0000  1.9523114E-03
   27.0000  1.9852667E-03
   28.0000  2.0210714E-03
   29.0000  2.0606827E-03
   30.0000  2.1047845E-03
   31.0000  2.1534284E-03
   32.0000  2.2061028E-03
   33.0000  2.2618234E-03
   34.0000  2.3187465E-03
   35.0000  2.3733889E-03
   36.0000  2.4202719E-03
   37.0000  2.4528275E-03
   38.0000  2.4654658E-03
   39.0000  2.4556558E-03
   40.0000  2.4247653E-03
   41.0000  2.3773546E-03
   42.0000  2.3196395E-03
   43.0000  2.2580314E-03
   44.0000  2.1981828E-03
   45.0000  2.1444905E-03
   46.0000  2.0998812E-03
   47.0000  2.0657875E-03
   48.0000  2.0422808E-03
   49.0000  2.0283338E-03
   50.0000  2.0221655E-03
   52.0000  2.0245975E-03
   54.0000  2.0345284E-03
   56.0000  2.0444238E-03
   58.0000  2.0534620E-03
   60.0000  2.0626465E-03
   62.0000  2.0726788E-03
   64.0000  2.0850560E-03
   66.0000  2.1025147E-03
   68.0000  2.1276077E-03
   70.0000  2.1614082E-03
   72.0000  2.2032849E-03
   74.0000  2.2509137E-03
   76.0000  2.3001444E-03
   78.0000  2.3453143E-03
   80.0000  2.3804374E-03
   82.0000  2.4008500E-03
   84.0000  2.4044153E-03
   86.0000  2.3918237E-03
   88.0000  2.3662370E-03
   90.0000  2.3326630E-03
   92.0000  2.2970482E-03
   94.0000  2.2649180E-03
   96.0000  2.2398612E-03
   98.0000  2.2226859E-03
   100.000  2.2118756E-03
