    Energy    <xanes>    
  -10.0000  3.1615979E-05
  -9.00000  3.4929855E-05
  -8.00000  3.9039192E-05
  -7.00000  4.4278444E-05
  -6.00000  5.1203501E-05
  -5.00000  6.0812307E-05
  -4.00000  7.5093569E-05
  -3.00000  9.8650398E-05
  -2.00000  1.4494359E-04
  -1.00000  2.7369439E-04
   0.00000  9.3963067E-04
   0.50000  1.3903568E-03
   1.00000  1.5359361E-03
   1.50000  1.5585845E-03
   2.00000  1.5232904E-03
   2.50000  1.5049836E-03
   3.00000  1.4970099E-03
   3.50000  1.4758612E-03
   4.00000  1.4728369E-03
   4.50000  1.5380408E-03
   5.00000  1.6606743E-03
   5.50000  1.7470752E-03
   6.00000  1.7476324E-03
   6.50000  1.7171481E-03
   7.00000  1.6895743E-03
   7.50000  1.6896189E-03
   8.00000  1.7399765E-03
   8.50000  1.8420812E-03
   9.00000  1.9764800E-03
   9.50000  2.1183401E-03
   10.0000  2.2468245E-03
   11.0000  2.3954582E-03
   12.0000  2.3827826E-03
   13.0000  2.3483237E-03
   14.0000  2.3489119E-03
   15.0000  2.3621633E-03
   16.0000  2.3808939E-03
   17.0000  2.3575001E-03
   18.0000  2.2665254E-03
   19.0000  2.1469545E-03
   20.0000  2.0484465E-03
   21.0000  1.9877491E-03
   22.0000  1.9572521E-03
   23.0000  1.9440647E-03
   24.0000  1.9391876E-03
   25.0000  1.9389159E-03
   26.0000  1.9428580E-03
   27.0000  1.9517090E-03
   28.0000  1.9661851E-03
   29.0000  1.9868582E-03
   30.0000  2.0141291E-03
   31.0000  2.0479398E-03
   32.0000  2.0873872E-03
   33.0000  2.1306327E-03
   34.0000  2.1752716E-03
   35.0000  2.2189220E-03
   36.0000  2.2595529E-03
   37.0000  2.2952966E-03
   38.0000  2.3240394E-03
   39.0000  2.3433408E-03
   40.0000  2.3509104E-03
   41.0000  2.3453782E-03
   42.0000  2.3269046E-03
   43.0000  2.2973031E-03
   44.0000  2.2596582E-03
   45.0000  2.2176990E-03
   46.0000  2.1752246E-03
   47.0000  2.1356970E-03
   48.0000  2.1019568E-03
   49.0000  2.0760046E-03
   50.0000  2.0588550E-03
   52.0000  2.0500233E-03
   54.0000  2.0657987E-03
   56.0000  2.0904040E-03
   58.0000  2.1109376E-03
   60.0000  2.1219120E-03
   62.0000  2.1243710E-03
   64.0000  2.1223600E-03
   66.0000  2.1204968E-03
   68.0000  2.1231239E-03
   70.0000  2.1334353E-03
   72.0000  2.1527323E-03
   74.0000  2.1804945E-03
   76.0000  2.2148014E-03
   78.0000  2.2525550E-03
   80.0000  2.2895693E-03
   82.0000  2.3208415E-03
   84.0000  2.3413529E-03
   86.0000  2.3473988E-03
   88.0000  2.3378379E-03
   90.0000  2.3145578E-03
   92.0000  2.2819691E-03
   94.0000  2.2457635E-03
   96.0000  2.2113227E-03
   98.0000  2.1822841E-03
   100.000  2.1598856E-03
