    Energy    <xanes>    
  -10.0000  3.2296114E-05
  -9.00000  3.5718954E-05
  -8.00000  3.9983856E-05
  -7.00000  4.5457791E-05
  -6.00000  5.2764803E-05
  -5.00000  6.3068098E-05
  -4.00000  7.8852039E-05
  -3.00000  1.0681226E-04
  -2.00000  1.7614958E-04
  -1.00000  3.7915453E-04
   0.00000  8.9969621E-04
   0.50000  1.0630621E-03
   1.00000  1.3106079E-03
   1.50000  1.5886110E-03
   2.00000  1.7314212E-03
   2.50000  1.7276261E-03
   3.00000  1.6308800E-03
   3.50000  1.7007836E-03
   4.00000  1.8937722E-03
   4.50000  1.9096975E-03
   5.00000  1.7740882E-03
   5.50000  1.6262671E-03
   6.00000  1.5327815E-03
   6.50000  1.4922282E-03
   7.00000  1.5063455E-03
   7.50000  1.5539577E-03
   8.00000  1.6221380E-03
   8.50000  1.7032768E-03
   9.00000  1.7951802E-03
   9.50000  1.9014593E-03
   10.0000  2.0191780E-03
   11.0000  2.2251557E-03
   12.0000  2.3155749E-03
   13.0000  2.3496361E-03
   14.0000  2.4009962E-03
   15.0000  2.4461391E-03
   16.0000  2.4400031E-03
   17.0000  2.3773916E-03
   18.0000  2.2781342E-03
   19.0000  2.1710085E-03
   20.0000  2.0789291E-03
   21.0000  2.0117343E-03
   22.0000  1.9689870E-03
   23.0000  1.9452350E-03
   24.0000  1.9343796E-03
   25.0000  1.9323069E-03
   26.0000  1.9373974E-03
   27.0000  1.9496065E-03
   28.0000  1.9692060E-03
   29.0000  1.9958551E-03
   30.0000  2.0282304E-03
   31.0000  2.0642198E-03
   32.0000  2.1015008E-03
   33.0000  2.1381526E-03
   34.0000  2.1729508E-03
   35.0000  2.2052340E-03
   36.0000  2.2345347E-03
   37.0000  2.2602510E-03
   38.0000  2.2815308E-03
   39.0000  2.2973863E-03
   40.0000  2.3069516E-03
   41.0000  2.3097414E-03
   42.0000  2.3057834E-03
   43.0000  2.2955923E-03
   44.0000  2.2800453E-03
   45.0000  2.2602483E-03
   46.0000  2.2374407E-03
   47.0000  2.2129352E-03
   48.0000  2.1880618E-03
   49.0000  2.1640922E-03
   50.0000  2.1421469E-03
   52.0000  2.1075451E-03
   54.0000  2.0875532E-03
   56.0000  2.0808302E-03
   58.0000  2.0833161E-03
   60.0000  2.0906817E-03
   62.0000  2.1002534E-03
   64.0000  2.1117751E-03
   66.0000  2.1266860E-03
   68.0000  2.1464909E-03
   70.0000  2.1713459E-03
   72.0000  2.1996245E-03
   74.0000  2.2285217E-03
   76.0000  2.2551976E-03
   78.0000  2.2777542E-03
   80.0000  2.2955607E-03
   82.0000  2.3089123E-03
   84.0000  2.3183852E-03
   86.0000  2.3243352E-03
   88.0000  2.3267944E-03
   90.0000  2.3257315E-03
   92.0000  2.3214294E-03
   94.0000  2.3147074E-03
   96.0000  2.3068324E-03
   98.0000  2.2991556E-03
   100.000  2.2926785E-03
