    Energy    <xanes>    
  -10.0000  3.1959685E-05
  -9.00000  3.5308799E-05
  -8.00000  3.9460918E-05
  -7.00000  4.4753024E-05
  -6.00000  5.1744886E-05
  -5.00000  6.1441006E-05
  -4.00000  7.5843015E-05
  -3.00000  9.9586941E-05
  -2.00000  1.4625804E-04
  -1.00000  2.7642545E-04
   0.00000  9.5191760E-04
   0.50000  1.3959221E-03
   1.00000  1.5317879E-03
   1.50000  1.5154366E-03
   2.00000  1.4842293E-03
   2.50000  1.5199474E-03
   3.00000  1.5340671E-03
   3.50000  1.5120211E-03
   4.00000  1.5359597E-03
   4.50000  1.6330606E-03
   5.00000  1.7330340E-03
   5.50000  1.7616696E-03
   6.00000  1.7571068E-03
   6.50000  1.7520983E-03
   7.00000  1.7513871E-03
   7.50000  1.7735972E-03
   8.00000  1.8412610E-03
   8.50000  1.9506740E-03
   9.00000  2.0775741E-03
   9.50000  2.1975864E-03
   10.0000  2.2877487E-03
   11.0000  2.3554850E-03
   12.0000  2.3656459E-03
   13.0000  2.3870625E-03
   14.0000  2.4129850E-03
   15.0000  2.4344234E-03
   16.0000  2.4213882E-03
   17.0000  2.3398159E-03
   18.0000  2.2107293E-03
   19.0000  2.0880861E-03
   20.0000  2.0029128E-03
   21.0000  1.9564917E-03
   22.0000  1.9364514E-03
   23.0000  1.9295338E-03
   24.0000  1.9279882E-03
   25.0000  1.9301366E-03
   26.0000  1.9375164E-03
   27.0000  1.9519572E-03
   28.0000  1.9741754E-03
   29.0000  2.0037100E-03
   30.0000  2.0393553E-03
   31.0000  2.0794764E-03
   32.0000  2.1221347E-03
   33.0000  2.1652238E-03
   34.0000  2.2067089E-03
   35.0000  2.2448300E-03
   36.0000  2.2780666E-03
   37.0000  2.3049017E-03
   38.0000  2.3236958E-03
   39.0000  2.3329290E-03
   40.0000  2.3317110E-03
   41.0000  2.3201926E-03
   42.0000  2.2995939E-03
   43.0000  2.2718852E-03
   44.0000  2.2393959E-03
   45.0000  2.2045674E-03
   46.0000  2.1698514E-03
   47.0000  2.1376117E-03
   48.0000  2.1099341E-03
   49.0000  2.0883736E-03
   50.0000  2.0737421E-03
   52.0000  2.0644926E-03
   54.0000  2.0745394E-03
   56.0000  2.0919359E-03
   58.0000  2.1072321E-03
   60.0000  2.1161906E-03
   62.0000  2.1192731E-03
   64.0000  2.1199174E-03
   66.0000  2.1226557E-03
   68.0000  2.1313310E-03
   70.0000  2.1477668E-03
   72.0000  2.1715674E-03
   74.0000  2.2008090E-03
   76.0000  2.2327818E-03
   78.0000  2.2644849E-03
   80.0000  2.2929541E-03
   82.0000  2.3154561E-03
   84.0000  2.3296369E-03
   86.0000  2.3337836E-03
   88.0000  2.3272815E-03
   90.0000  2.3111328E-03
   92.0000  2.2881298E-03
   94.0000  2.2622994E-03
   96.0000  2.2376886E-03
   98.0000  2.2170823E-03
   100.000  2.2013904E-03
