    Energy    <xanes>    
  -10.0000  3.6646471E-05
  -9.00000  4.1284245E-05
  -8.00000  4.7373424E-05
  -7.00000  5.5777596E-05
  -6.00000  6.8245768E-05
  -5.00000  8.8947052E-05
  -4.00000  1.3076289E-04
  -3.00000  2.5758049E-04
  -2.00000  8.9125634E-04
  -1.00000  1.1370371E-03
   0.00000  1.1777608E-03
   0.50000  1.1828529E-03
   1.00000  1.1889159E-03
   1.50000  1.2112002E-03
   2.00000  1.2366610E-03
   2.50000  1.2648835E-03
   3.00000  1.3071591E-03
   3.50000  1.3602277E-03
   4.00000  1.4046607E-03
   4.50000  1.4246326E-03
   5.00000  1.4354510E-03
   5.50000  1.4758614E-03
   6.00000  1.5741449E-03
   6.50000  1.7370821E-03
   7.00000  1.9539385E-03
   7.50000  2.2026547E-03
   8.00000  2.4494437E-03
   8.50000  2.6534387E-03
   9.00000  2.7797963E-03
   9.50000  2.8231556E-03
   10.0000  2.8168903E-03
   11.0000  2.7545898E-03
   12.0000  2.6673265E-03
   13.0000  2.6570033E-03
   14.0000  2.6309449E-03
   15.0000  2.4527102E-03
   16.0000  2.1853003E-03
   17.0000  1.9632605E-03
   18.0000  1.8340602E-03
   19.0000  1.7833855E-03
   20.0000  1.7827518E-03
   21.0000  1.8070967E-03
   22.0000  1.8400519E-03
   23.0000  1.8735774E-03
   24.0000  1.9045642E-03
   25.0000  1.9323126E-03
   26.0000  1.9579950E-03
   27.0000  1.9844943E-03
   28.0000  2.0154591E-03
   29.0000  2.0538559E-03
   30.0000  2.1009393E-03
   31.0000  2.1562082E-03
   32.0000  2.2181326E-03
   33.0000  2.2847887E-03
   34.0000  2.3535211E-03
   35.0000  2.4196647E-03
   36.0000  2.4756399E-03
   37.0000  2.5120199E-03
   38.0000  2.5207787E-03
   39.0000  2.4988725E-03
   40.0000  2.4496586E-03
   41.0000  2.3813515E-03
   42.0000  2.3039732E-03
   43.0000  2.2267585E-03
   44.0000  2.1568159E-03
   45.0000  2.0987648E-03
   46.0000  2.0548576E-03
   47.0000  2.0253168E-03
   48.0000  2.0087787E-03
   49.0000  2.0027815E-03
   50.0000  2.0042640E-03
   52.0000  2.0174736E-03
   54.0000  2.0303690E-03
   56.0000  2.0385312E-03
   58.0000  2.0453075E-03
   60.0000  2.0526628E-03
   62.0000  2.0602070E-03
   64.0000  2.0694228E-03
   66.0000  2.0846546E-03
   68.0000  2.1099493E-03
   70.0000  2.1468186E-03
   72.0000  2.1944000E-03
   74.0000  2.2497747E-03
   76.0000  2.3077164E-03
   78.0000  2.3609952E-03
   80.0000  2.4018384E-03
   82.0000  2.4240183E-03
   84.0000  2.4246205E-03
   86.0000  2.4047581E-03
   88.0000  2.3691047E-03
   90.0000  2.3247114E-03
   92.0000  2.2794623E-03
   94.0000  2.2401756E-03
   96.0000  2.2107761E-03
   98.0000  2.1915498E-03
   100.000  2.1800500E-03
