    Energy    <xanes>    
  -10.0000  3.4927322E-05
  -9.00000  3.9079066E-05
  -8.00000  4.4431150E-05
  -7.00000  5.1633519E-05
  -6.00000  6.1931989E-05
  -5.00000  7.8066073E-05
  -4.00000  1.0746121E-04
  -3.00000  1.7890845E-04
  -2.00000  5.0318192E-04
  -1.00000  1.1231764E-03
   0.00000  1.0902575E-03
   0.50000  1.1151390E-03
   1.00000  1.1518886E-03
   1.50000  1.1835187E-03
   2.00000  1.2317920E-03
   2.50000  1.2954577E-03
   3.00000  1.3432269E-03
   3.50000  1.3629653E-03
   4.00000  1.3799705E-03
   4.50000  1.4027655E-03
   5.00000  1.4294663E-03
   5.50000  1.4729212E-03
   6.00000  1.5555051E-03
   6.50000  1.6956772E-03
   7.00000  1.8914463E-03
   7.50000  2.1160440E-03
   8.00000  2.3358267E-03
   8.50000  2.5291047E-03
   9.00000  2.6759405E-03
   9.50000  2.7564648E-03
   10.0000  2.7735298E-03
   11.0000  2.7055150E-03
   12.0000  2.6167594E-03
   13.0000  2.6180757E-03
   14.0000  2.6594073E-03
   15.0000  2.5506655E-03
   16.0000  2.2817617E-03
   17.0000  2.0192088E-03
   18.0000  1.8507282E-03
   19.0000  1.7738306E-03
   20.0000  1.7595667E-03
   21.0000  1.7799144E-03
   22.0000  1.8147730E-03
   23.0000  1.8525639E-03
   24.0000  1.8880847E-03
   25.0000  1.9199083E-03
   26.0000  1.9490117E-03
   27.0000  1.9781857E-03
   28.0000  2.0109689E-03
   29.0000  2.0501081E-03
   30.0000  2.0965684E-03
   31.0000  2.1496905E-03
   32.0000  2.2081061E-03
   33.0000  2.2704659E-03
   34.0000  2.3351660E-03
   35.0000  2.3990381E-03
   36.0000  2.4560524E-03
   37.0000  2.4975696E-03
   38.0000  2.5148398E-03
   39.0000  2.5026457E-03
   40.0000  2.4617668E-03
   41.0000  2.3986760E-03
   42.0000  2.3229874E-03
   43.0000  2.2445259E-03
   44.0000  2.1714041E-03
   45.0000  2.1092627E-03
   46.0000  2.0612188E-03
   47.0000  2.0281472E-03
   48.0000  2.0091181E-03
   49.0000  2.0018955E-03
   50.0000  2.0034386E-03
   52.0000  2.0197052E-03
   54.0000  2.0368012E-03
   56.0000  2.0476093E-03
   58.0000  2.0549983E-03
   60.0000  2.0610757E-03
   62.0000  2.0650199E-03
   64.0000  2.0682930E-03
   66.0000  2.0764279E-03
   68.0000  2.0951858E-03
   70.0000  2.1272979E-03
   72.0000  2.1724114E-03
   74.0000  2.2277471E-03
   76.0000  2.2880210E-03
   78.0000  2.3455847E-03
   80.0000  2.3917431E-03
   82.0000  2.4190198E-03
   84.0000  2.4233773E-03
   86.0000  2.4053995E-03
   88.0000  2.3700439E-03
   90.0000  2.3252238E-03
   92.0000  2.2796866E-03
   94.0000  2.2406921E-03
   96.0000  2.2121896E-03
   98.0000  2.1942580E-03
   100.000  2.1841545E-03
