    Energy    <xanes>    
  -10.0000  3.3560034E-05
  -9.00000  3.7378125E-05
  -8.00000  4.2238254E-05
  -7.00000  4.8664674E-05
  -6.00000  5.7626630E-05
  -5.00000  7.1168624E-05
  -4.00000  9.4615227E-05
  -3.00000  1.4847297E-04
  -2.00000  3.6852631E-04
  -1.00000  7.1219960E-04
   0.00000  9.7456296E-04
   0.50000  1.1854103E-03
   1.00000  1.4056186E-03
   1.50000  1.5722270E-03
   2.00000  1.6419544E-03
   2.50000  1.6578670E-03
   3.00000  1.6390328E-03
   3.50000  1.6034776E-03
   4.00000  1.5620459E-03
   4.50000  1.5253672E-03
   5.00000  1.5356023E-03
   5.50000  1.5800130E-03
   6.00000  1.5835767E-03
   6.50000  1.5676222E-03
   7.00000  1.5802493E-03
   7.50000  1.6237280E-03
   8.00000  1.6868599E-03
   8.50000  1.7686526E-03
   9.00000  1.8697256E-03
   9.50000  1.9827402E-03
   10.0000  2.0923275E-03
   11.0000  2.2525938E-03
   12.0000  2.3408379E-03
   13.0000  2.4134375E-03
   14.0000  2.4711989E-03
   15.0000  2.4895604E-03
   16.0000  2.4581370E-03
   17.0000  2.3745998E-03
   18.0000  2.2571615E-03
   19.0000  2.1368760E-03
   20.0000  2.0379800E-03
   21.0000  1.9695249E-03
   22.0000  1.9289821E-03
   23.0000  1.9093346E-03
   24.0000  1.9041210E-03
   25.0000  1.9091797E-03
   26.0000  1.9222655E-03
   27.0000  1.9421190E-03
   28.0000  1.9677844E-03
   29.0000  1.9982499E-03
   30.0000  2.0323732E-03
   31.0000  2.0690355E-03
   32.0000  2.1073140E-03
   33.0000  2.1464665E-03
   34.0000  2.1857514E-03
   35.0000  2.2242347E-03
   36.0000  2.2606395E-03
   37.0000  2.2932471E-03
   38.0000  2.3199562E-03
   39.0000  2.3386133E-03
   40.0000  2.3475287E-03
   41.0000  2.3459195E-03
   42.0000  2.3340792E-03
   43.0000  2.3132608E-03
   44.0000  2.2854003E-03
   45.0000  2.2528272E-03
   46.0000  2.2180289E-03
   47.0000  2.1834499E-03
   48.0000  2.1512863E-03
   49.0000  2.1232809E-03
   50.0000  2.1005728E-03
   52.0000  2.0723673E-03
   54.0000  2.0640323E-03
   56.0000  2.0680543E-03
   58.0000  2.0771373E-03
   60.0000  2.0869698E-03
   62.0000  2.0962860E-03
   64.0000  2.1059119E-03
   66.0000  2.1177810E-03
   68.0000  2.1338828E-03
   70.0000  2.1552844E-03
   72.0000  2.1816681E-03
   74.0000  2.2115021E-03
   76.0000  2.2425581E-03
   78.0000  2.2724384E-03
   80.0000  2.2989119E-03
   82.0000  2.3200571E-03
   84.0000  2.3343524E-03
   86.0000  2.3408276E-03
   88.0000  2.3392712E-03
   90.0000  2.3304302E-03
   92.0000  2.3160873E-03
   94.0000  2.2988415E-03
   96.0000  2.2815011E-03
   98.0000  2.2662831E-03
   100.000  2.2542631E-03
