    Energy    <xanes>    
  -10.0000  3.1296290E-05
  -9.00000  3.4437983E-05
  -8.00000  3.8293787E-05
  -7.00000  4.3146641E-05
  -6.00000  4.9456155E-05
  -5.00000  5.8025202E-05
  -4.00000  7.0401924E-05
  -3.00000  9.0028937E-05
  -2.00000  1.2649342E-04
  -1.00000  2.1996531E-04
   0.00000  6.6167439E-04
   0.50000  9.7178183E-04
   1.00000  1.1630974E-03
   1.50000  1.3452299E-03
   2.00000  1.5032532E-03
   2.50000  1.6216174E-03
   3.00000  1.6967617E-03
   3.50000  1.6813479E-03
   4.00000  1.5404439E-03
   4.50000  1.4322434E-03
   5.00000  1.4112566E-03
   5.50000  1.4526507E-03
   6.00000  1.5504534E-03
   6.50000  1.7097797E-03
   7.00000  1.9234072E-03
   7.50000  2.1628644E-03
   8.00000  2.3652019E-03
   8.50000  2.4760377E-03
   9.00000  2.5093367E-03
   9.50000  2.5109020E-03
   10.0000  2.5081885E-03
   11.0000  2.5088947E-03
   12.0000  2.5046706E-03
   13.0000  2.4886256E-03
   14.0000  2.4815241E-03
   15.0000  2.4203170E-03
   16.0000  2.2863951E-03
   17.0000  2.1330975E-03
   18.0000  2.0164129E-03
   19.0000  1.9499001E-03
   20.0000  1.9177801E-03
   21.0000  1.9014484E-03
   22.0000  1.8924745E-03
   23.0000  1.8909974E-03
   24.0000  1.8991128E-03
   25.0000  1.9171600E-03
   26.0000  1.9438034E-03
   27.0000  1.9771900E-03
   28.0000  2.0156282E-03
   29.0000  2.0576873E-03
   30.0000  2.1019860E-03
   31.0000  2.1470538E-03
   32.0000  2.1914998E-03
   33.0000  2.2342451E-03
   34.0000  2.2743515E-03
   35.0000  2.3104127E-03
   36.0000  2.3400809E-03
   37.0000  2.3603239E-03
   38.0000  2.3683898E-03
   39.0000  2.3628682E-03
   40.0000  2.3442098E-03
   41.0000  2.3145290E-03
   42.0000  2.2769791E-03
   43.0000  2.2351107E-03
   44.0000  2.1924228E-03
   45.0000  2.1520803E-03
   46.0000  2.1166989E-03
   47.0000  2.0881566E-03
   48.0000  2.0674585E-03
   49.0000  2.0547015E-03
   50.0000  2.0491596E-03
   52.0000  2.0539776E-03
   54.0000  2.0687134E-03
   56.0000  2.0827905E-03
   58.0000  2.0919440E-03
   60.0000  2.0971030E-03
   62.0000  2.1015050E-03
   64.0000  2.1085975E-03
   66.0000  2.1210237E-03
   68.0000  2.1401506E-03
   70.0000  2.1659645E-03
   72.0000  2.1972408E-03
   74.0000  2.2317885E-03
   76.0000  2.2667151E-03
   78.0000  2.2987463E-03
   80.0000  2.3246165E-03
   82.0000  2.3415385E-03
   84.0000  2.3476846E-03
   86.0000  2.3425817E-03
   88.0000  2.3273842E-03
   90.0000  2.3049328E-03
   92.0000  2.2793532E-03
   94.0000  2.2550422E-03
   96.0000  2.2353212E-03
   98.0000  2.2214447E-03
   100.000  2.2126275E-03
