    Energy    <xanes>    
  -10.0000  3.1178390E-05
  -9.00000  3.4491334E-05
  -8.00000  3.8641118E-05
  -7.00000  4.4013022E-05
  -6.00000  5.1282167E-05
  -5.00000  6.1753809E-05
  -4.00000  7.8326222E-05
  -3.00000  1.0893391E-04
  -2.00000  1.8452853E-04
  -1.00000  5.3268695E-04
   0.00000  1.2359758E-03
   0.50000  1.1373063E-03
   1.00000  1.0198161E-03
   1.50000  9.9975033E-04
   2.00000  1.0571741E-03
   2.50000  1.1488982E-03
   3.00000  1.2558405E-03
   3.50000  1.3505881E-03
   4.00000  1.4016979E-03
   4.50000  1.4029685E-03
   5.00000  1.3852592E-03
   5.50000  1.3823748E-03
   6.00000  1.3904061E-03
   6.50000  1.3942271E-03
   7.00000  1.4111732E-03
   7.50000  1.4767200E-03
   8.00000  1.6126937E-03
   8.50000  1.8182675E-03
   9.00000  2.0671188E-03
   9.50000  2.3219294E-03
   10.0000  2.5510751E-03
   11.0000  2.7730336E-03
   12.0000  2.6560069E-03
   13.0000  2.5665694E-03
   14.0000  2.5251949E-03
   15.0000  2.5794358E-03
   16.0000  2.5698298E-03
   17.0000  2.3674763E-03
   18.0000  2.0983687E-03
   19.0000  1.8997156E-03
   20.0000  1.7993808E-03
   21.0000  1.7722154E-03
   22.0000  1.7860734E-03
   23.0000  1.8159540E-03
   24.0000  1.8481183E-03
   25.0000  1.8781502E-03
   26.0000  1.9055694E-03
   27.0000  1.9307498E-03
   28.0000  1.9552049E-03
   29.0000  1.9821586E-03
   30.0000  2.0154347E-03
   31.0000  2.0575370E-03
   32.0000  2.1086202E-03
   33.0000  2.1669533E-03
   34.0000  2.2301790E-03
   35.0000  2.2960947E-03
   36.0000  2.3620711E-03
   37.0000  2.4234785E-03
   38.0000  2.4727419E-03
   39.0000  2.5006613E-03
   40.0000  2.4999753E-03
   41.0000  2.4689629E-03
   42.0000  2.4124458E-03
   43.0000  2.3396877E-03
   44.0000  2.2610704E-03
   45.0000  2.1856041E-03
   46.0000  2.1198470E-03
   47.0000  2.0677355E-03
   48.0000  2.0307956E-03
   49.0000  2.0085275E-03
   50.0000  1.9988906E-03
   52.0000  2.0048401E-03
   54.0000  2.0221549E-03
   56.0000  2.0338684E-03
   58.0000  2.0388575E-03
   60.0000  2.0423616E-03
   62.0000  2.0460302E-03
   64.0000  2.0492681E-03
   66.0000  2.0546492E-03
   68.0000  2.0676894E-03
   70.0000  2.0924476E-03
   72.0000  2.1296101E-03
   74.0000  2.1776063E-03
   76.0000  2.2332718E-03
   78.0000  2.2912322E-03
   80.0000  2.3438111E-03
   82.0000  2.3826937E-03
   84.0000  2.4016049E-03
   86.0000  2.3982606E-03
   88.0000  2.3746309E-03
   90.0000  2.3359957E-03
   92.0000  2.2896291E-03
   94.0000  2.2432647E-03
   96.0000  2.2031895E-03
   98.0000  2.1725335E-03
   100.000  2.1509506E-03
