    Energy    <xanes>    
  -10.0000  5.2992566E-05
  -9.00000  6.3979410E-05
  -8.00000  8.1458450E-05
  -7.00000  1.1406209E-04
  -6.00000  1.9718993E-04
  -5.00000  5.9669387E-04
  -4.00000  1.1235179E-03
  -3.00000  1.3079032E-03
  -2.00000  1.3713968E-03
  -1.00000  1.2620498E-03
   0.00000  1.2191800E-03
   0.50000  1.2192231E-03
   1.00000  1.2397833E-03
   1.50000  1.2879742E-03
   2.00000  1.3556746E-03
   2.50000  1.4213497E-03
   3.00000  1.4832936E-03
   3.50000  1.5602712E-03
   4.00000  1.6740918E-03
   4.50000  1.8329316E-03
   5.00000  2.0271631E-03
   5.50000  2.2355549E-03
   6.00000  2.4330134E-03
   6.50000  2.5939462E-03
   7.00000  2.6992398E-03
   7.50000  2.7475720E-03
   8.00000  2.7594276E-03
   8.50000  2.7582064E-03
   9.00000  2.7495600E-03
   9.50000  2.7323369E-03
   10.0000  2.7123420E-03
   11.0000  2.6703835E-03
   12.0000  2.5638755E-03
   13.0000  2.3533354E-03
   14.0000  2.1146171E-03
   15.0000  1.9294361E-03
   16.0000  1.8204058E-03
   17.0000  1.7748151E-03
   18.0000  1.7719832E-03
   19.0000  1.7938564E-03
   20.0000  1.8276847E-03
   21.0000  1.8655224E-03
   22.0000  1.9027903E-03
   23.0000  1.9374843E-03
   24.0000  1.9699788E-03
   25.0000  2.0024913E-03
   26.0000  2.0379481E-03
   27.0000  2.0787784E-03
   28.0000  2.1262236E-03
   29.0000  2.1803173E-03
   30.0000  2.2401833E-03
   31.0000  2.3040230E-03
   32.0000  2.3684419E-03
   33.0000  2.4276573E-03
   34.0000  2.4738104E-03
   35.0000  2.4990362E-03
   36.0000  2.4984015E-03
   37.0000  2.4718608E-03
   38.0000  2.4240706E-03
   39.0000  2.3624921E-03
   40.0000  2.2951354E-03
   41.0000  2.2289662E-03
   42.0000  2.1691755E-03
   43.0000  2.1190340E-03
   44.0000  2.0800294E-03
   45.0000  2.0521359E-03
   46.0000  2.0341665E-03
   47.0000  2.0241843E-03
   48.0000  2.0199400E-03
   49.0000  2.0192855E-03
   50.0000  2.0205019E-03
   52.0000  2.0247071E-03
   54.0000  2.0300030E-03
   56.0000  2.0377685E-03
   58.0000  2.0485706E-03
   60.0000  2.0621224E-03
   62.0000  2.0793817E-03
   64.0000  2.1026551E-03
   66.0000  2.1337865E-03
   68.0000  2.1729675E-03
   70.0000  2.2186849E-03
   72.0000  2.2678298E-03
   74.0000  2.3158589E-03
   76.0000  2.3575193E-03
   78.0000  2.3881075E-03
   80.0000  2.4046158E-03
   82.0000  2.4062033E-03
   84.0000  2.3940752E-03
   86.0000  2.3712624E-03
   88.0000  2.3424342E-03
   90.0000  2.3132417E-03
   92.0000  2.2888611E-03
   94.0000  2.2723924E-03
   96.0000  2.2641716E-03
   98.0000  2.2622957E-03
   100.000  2.2638952E-03
