    Energy    <xanes>    
  -10.0000  3.1468992E-05
  -9.00000  3.4799522E-05
  -8.00000  3.8953355E-05
  -7.00000  4.4295081E-05
  -6.00000  5.1451893E-05
  -5.00000  6.1613225E-05
  -4.00000  7.7384958E-05
  -3.00000  1.0600685E-04
  -2.00000  1.7920557E-04
  -1.00000  4.9862281E-04
   0.00000  7.1334471E-04
   0.50000  9.4619148E-04
   1.00000  1.2765220E-03
   1.50000  1.5536716E-03
   2.00000  1.6725274E-03
   2.50000  1.6805413E-03
   3.00000  1.6362258E-03
   3.50000  1.6010844E-03
   4.00000  1.5959481E-03
   4.50000  1.5760619E-03
   5.00000  1.5437377E-03
   5.50000  1.5439955E-03
   6.00000  1.5959250E-03
   6.50000  1.6552971E-03
   7.00000  1.6649251E-03
   7.50000  1.6416564E-03
   8.00000  1.6251507E-03
   8.50000  1.6384299E-03
   9.00000  1.6880873E-03
   9.50000  1.7739393E-03
   10.0000  1.8920213E-03
   11.0000  2.1652009E-03
   12.0000  2.3486250E-03
   13.0000  2.3818655E-03
   14.0000  2.3613894E-03
   15.0000  2.3526610E-03
   16.0000  2.3498083E-03
   17.0000  2.3417096E-03
   18.0000  2.3061291E-03
   19.0000  2.2330905E-03
   20.0000  2.1428097E-03
   21.0000  2.0637418E-03
   22.0000  2.0096110E-03
   23.0000  1.9787944E-03
   24.0000  1.9635731E-03
   25.0000  1.9570386E-03
   26.0000  1.9554259E-03
   27.0000  1.9576716E-03
   28.0000  1.9641665E-03
   29.0000  1.9757348E-03
   30.0000  1.9930741E-03
   31.0000  2.0165526E-03
   32.0000  2.0461273E-03
   33.0000  2.0812117E-03
   34.0000  2.1205641E-03
   35.0000  2.1623758E-03
   36.0000  2.2045706E-03
   37.0000  2.2450609E-03
   38.0000  2.2817341E-03
   39.0000  2.3122813E-03
   40.0000  2.3342326E-03
   41.0000  2.3453915E-03
   42.0000  2.3444705E-03
   43.0000  2.3315446E-03
   44.0000  2.3080824E-03
   45.0000  2.2766020E-03
   46.0000  2.2401757E-03
   47.0000  2.2019968E-03
   48.0000  2.1650747E-03
   49.0000  2.1320105E-03
   50.0000  2.1048030E-03
   52.0000  2.0720979E-03
   54.0000  2.0672003E-03
   56.0000  2.0803449E-03
   58.0000  2.0988295E-03
   60.0000  2.1135787E-03
   62.0000  2.1215291E-03
   64.0000  2.1242801E-03
   66.0000  2.1254382E-03
   68.0000  2.1288059E-03
   70.0000  2.1374906E-03
   72.0000  2.1533681E-03
   74.0000  2.1769091E-03
   76.0000  2.2071991E-03
   78.0000  2.2419310E-03
   80.0000  2.2775501E-03
   82.0000  2.3097291E-03
   84.0000  2.3340993E-03
   86.0000  2.3471221E-03
   88.0000  2.3469164E-03
   90.0000  2.3337712E-03
   92.0000  2.3101672E-03
   94.0000  2.2802620E-03
   96.0000  2.2488651E-03
   98.0000  2.2201328E-03
   100.000  2.1965161E-03
