    Energy    <xanes>    
  -10.0000  3.1908486E-05
  -9.00000  3.5208393E-05
  -8.00000  3.9286670E-05
  -7.00000  4.4465600E-05
  -6.00000  5.1281876E-05
  -5.00000  6.0712106E-05
  -4.00000  7.4788917E-05
  -3.00000  9.8864284E-05
  -2.00000  1.5628241E-04
  -1.00000  3.1974828E-04
   0.00000  6.3366299E-04
   0.50000  8.3171182E-04
   1.00000  1.0240621E-03
   1.50000  1.3245825E-03
   2.00000  1.7014150E-03
   2.50000  1.9037196E-03
   3.00000  1.9606004E-03
   3.50000  1.9789522E-03
   4.00000  2.0155837E-03
   4.50000  2.0275984E-03
   5.00000  1.9659887E-03
   5.50000  1.8688926E-03
   6.00000  1.8078284E-03
   6.50000  1.7907528E-03
   7.00000  1.7738787E-03
   7.50000  1.7669681E-03
   8.00000  1.7855532E-03
   8.50000  1.8213334E-03
   9.00000  1.8644681E-03
   9.50000  1.9169705E-03
   10.0000  1.9845217E-03
   11.0000  2.1432684E-03
   12.0000  2.2414933E-03
   13.0000  2.2455698E-03
   14.0000  2.2396532E-03
   15.0000  2.2569741E-03
   16.0000  2.2783016E-03
   17.0000  2.2833024E-03
   18.0000  2.2586659E-03
   19.0000  2.2059907E-03
   20.0000  2.1420494E-03
   21.0000  2.0839652E-03
   22.0000  2.0396469E-03
   23.0000  2.0092159E-03
   24.0000  1.9899379E-03
   25.0000  1.9793666E-03
   26.0000  1.9760645E-03
   27.0000  1.9792368E-03
   28.0000  1.9883800E-03
   29.0000  2.0031379E-03
   30.0000  2.0231411E-03
   31.0000  2.0478046E-03
   32.0000  2.0762211E-03
   33.0000  2.1071830E-03
   34.0000  2.1392640E-03
   35.0000  2.1709080E-03
   36.0000  2.2005302E-03
   37.0000  2.2266409E-03
   38.0000  2.2479791E-03
   39.0000  2.2636218E-03
   40.0000  2.2730448E-03
   41.0000  2.2761272E-03
   42.0000  2.2731050E-03
   43.0000  2.2644981E-03
   44.0000  2.2510446E-03
   45.0000  2.2336716E-03
   46.0000  2.2135030E-03
   47.0000  2.1918678E-03
   48.0000  2.1702550E-03
   49.0000  2.1501876E-03
   50.0000  2.1330349E-03
   52.0000  2.1110823E-03
   54.0000  2.1065689E-03
   56.0000  2.1145548E-03
   58.0000  2.1272919E-03
   60.0000  2.1386297E-03
   62.0000  2.1458122E-03
   64.0000  2.1493679E-03
   66.0000  2.1520822E-03
   68.0000  2.1573378E-03
   70.0000  2.1675005E-03
   72.0000  2.1831457E-03
   74.0000  2.2032575E-03
   76.0000  2.2259421E-03
   78.0000  2.2491247E-03
   80.0000  2.2709292E-03
   82.0000  2.2897405E-03
   84.0000  2.3041539E-03
   86.0000  2.3130189E-03
   88.0000  2.3156266E-03
   90.0000  2.3119677E-03
   92.0000  2.3029323E-03
   94.0000  2.2902865E-03
   96.0000  2.2763055E-03
   98.0000  2.2631361E-03
   100.000  2.2521848E-03
